id при поиске;Публикация;Цитируется;Ф.;И.;О.;;;год. расч.;год уточн.;Год;по теме;актуально;Организация
47;МЕТОД АВТОМАТИЧЕСКОГО РАСПОЗНАВАНИЯ ГОЛОСОВЫХ КОМАНД И НЕРЕЧЕВЫХ АКУСТИЧЕСКИХ СОБЫТИЙ Ронжин А.Л., Глазков С.В. Информационно-управляющие системы. 2012. № 4. С. 74-77.;5;Ронжин;А;Л;Ронжин А. Л.;МЕТОД АВТОМАТИЧЕСКОГО РАСПОЗНАВАНИЯ ГОЛОСОВЫХ КОМАНД И НЕРЕЧЕВЫХ АКУСТИЧЕСКИХ СОБЫТИЙ Ронжин А.Л., Глазков С.В. Информационно-управляющие системы. 2012. № 4. С. 74-77. ;2012    ;;2012    ;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
48;"AUDIOVISUAL RECORDING SYSTEM FOR E-LEARNING APPLICATIONS Ronzhin Al.L. В сборнике: cGRAPP 2012 IVAPP 2012 - Proceedings of the International Conference on Computer Graphics Theory and Applications and International Conference on Information Visualization Theory and Applications International Conference on Computer Graphics Theory and Applications, GRAPP 2012 and International Conference on Information Visualization Theory and Applications, IVAPP 2012. Сер. ""GRAPP 2012 IVAPP 2012 - Proceedings of the International Conference on Computer Graphics Theory and Applications and International Conference on Information Visualization Theory and Applications"" sponsors: Inst. Syst. Technol. Inf., Control Commun. (INSTICC). Rome, 2012. С. 515-518.";2;Ронжин;А;Л;Ронжин А. Л.;"AUDIOVISUAL RECORDING SYSTEM FOR E-LEARNING APPLICATIONS Ronzhin Al.L. В сборнике: cGRAPP 2012 IVAPP 2012 - Proceedings of the International Conference on Computer Graphics Theory and Applications and International Conference on Information Visualization Theory and Applications International Conference on Computer Graphics Theory and Applications, GRAPP 2012 and International Conference on Information Visualization Theory and Applications, IVAPP 2012. Сер. ""GRAPP 2012 IVAPP 2012 - Proceedings of the International Conference on Computer Graphics Theory and Applications and International Conference on Information Visualization Theory and Applications"" sponsors: Inst. Syst. Technol. Inf., Control Commun. (INSTICC). Rome, 2012. С. 515-518. ";2012    2012;2102;2102;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
49;MODELS AND HARDWARE-SOFTWARE SOLUTIONS FOR AUTOMATIC CONTROL OF INTELLIGENT HALL Yusupov R.M., Ronzhin A.L., Prishchepa M.V., Ronzhin A.L. Automation and Remote Control. 2011. Т. 72. № 7. С. 1389-1397.;13;Ронжин;А;Л;Ронжин А. Л.;MODELS AND HARDWARE-SOFTWARE SOLUTIONS FOR AUTOMATIC CONTROL OF INTELLIGENT HALL Yusupov R.M., Ronzhin A.L., Prishchepa M.V., Ronzhin A.L. Automation and Remote Control. 2011. Т. 72. № 7. С. 1389-1397. ;2011    ;;2011    ;0;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
50;АНАЛИЗ СОВРЕМЕННЫХ МЕТОДОВ И СИСТЕМ ДИАРИЗАЦИИ ДИКТОРОВ Ронжин А.Л., Будков В.Ю. Известия высших учебных заведений. Приборостроение. 2012. Т. 55. № 11. С. 43-46.;0;Ронжин;А;Л;Ронжин А. Л.;АНАЛИЗ СОВРЕМЕННЫХ МЕТОДОВ И СИСТЕМ ДИАРИЗАЦИИ ДИКТОРОВ Ронжин А.Л., Будков В.Ю. Известия высших учебных заведений. Приборостроение. 2012. Т. 55. № 11. С. 43-46. ;2012    ;;2012    ;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
51;INFORMATION ENQUIRY KIOSK WITH MULTIMODAL USER INTERFACE Karpov A.A., Ronzhin A.L. Pattern Recognition and Image Analysis (Advances in Mathematical Theory and Applications). 2009. Т. 19. № 3. С. 546-558.;30;Ронжин;А;Л;Ронжин А. Л.;INFORMATION ENQUIRY KIOSK WITH MULTIMODAL USER INTERFACE Karpov A.A., Ronzhin A.L. Pattern Recognition and Image Analysis (Advances in Mathematical Theory and Applications). 2009. Т. 19. № 3. С. 546-558. ;2009    ;;2009    ;2;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
52;RUSSIAN VOICE INTERFACE Ronzhin A.L., Karpov A.A. Pattern Recognition and Image Analysis (Advances in Mathematical Theory and Applications). 2007. Т. 17. № 2. С. 321-336.;20;Ронжин;А;Л;Ронжин А. Л.;RUSSIAN VOICE INTERFACE Ronzhin A.L., Karpov A.A. Pattern Recognition and Image Analysis (Advances in Mathematical Theory and Applications). 2007. Т. 17. № 2. С. 321-336. ;2007    ;;2007    ;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
53;АНАЛИЗ ПРОБЛЕМ АВТОМАТИЧЕСКОЙ ОБРАБОТКИ РАЗГОВОРНОЙ РУССКОЙ РЕЧИ Ронжин А.Л., Кипяткова И.С. Научное мнение. 2012. № 9. С. 104-119.;0;Ронжин;А;Л;Ронжин А. Л.;АНАЛИЗ ПРОБЛЕМ АВТОМАТИЧЕСКОЙ ОБРАБОТКИ РАЗГОВОРНОЙ РУССКОЙ РЕЧИ Ронжин А.Л., Кипяткова И.С. Научное мнение. 2012. № 9. С. 104-119. ;2012    ;;2012    ;1;1;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
54;ФОРМИРОВАНИЕ ПРОФИЛЯ ПОЛЬЗОВАТЕЛЯ НА ОСНОВЕ АУДИОВИЗУАЛЬНОГО АНАЛИЗА СИТУАЦИИ В ИНТЕЛЛЕКТУАЛЬНОМ ЗАЛЕ СОВЕЩАНИЙ Ронжин А.Л., Будков В.Ю., Ронжин А.Л. Труды СПИИРАН. 2012. № 4 (23). С. 482-494.;17;Ронжин;А;Л;Ронжин А. Л.;ФОРМИРОВАНИЕ ПРОФИЛЯ ПОЛЬЗОВАТЕЛЯ НА ОСНОВЕ АУДИОВИЗУАЛЬНОГО АНАЛИЗА СИТУАЦИИ В ИНТЕЛЛЕКТУАЛЬНОМ ЗАЛЕ СОВЕЩАНИЙ Ронжин А.Л., Будков В.Ю., Ронжин А.Л. Труды СПИИРАН. 2012. № 4 (23). С. 482-494. ;2012    ;;2012    ;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
55;МНОГОМОДАЛЬНЫЙ ПОДВИЖНЫЙ АВТОМАТ ИНФОРМАЦИОННОГО ОБСЛУЖИВАНИЯ Ронжин А.Л., Прищепа М.В., Будков В.Ю., Карпов А.А. патент на полезную модель RUS 108172 30.03.2011;0;Ронжин;А;Л;Ронжин А. Л.;МНОГОМОДАЛЬНЫЙ ПОДВИЖНЫЙ АВТОМАТ ИНФОРМАЦИОННОГО ОБСЛУЖИВАНИЯ Ронжин А.Л., Прищепа М.В., Будков В.Ю., Карпов А.А. патент на полезную модель RUS 108172 30.03.2011 ;    2011;;    2011;2;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
56;СРАВНИТЕЛЬНЫЙ АНАЛИЗ ФУНКЦИОНАЛЬНОСТИ ПРОТОТИПОВ ИНТЕЛЛЕКТУАЛЬНЫХ ПРОСТРАНСТВ Ронжин А.Л., Карпов А.А. Труды СПИИРАН. 2013. № 1 (24). С. 277-290.;6;Ронжин;А;Л;Ронжин А. Л.;СРАВНИТЕЛЬНЫЙ АНАЛИЗ ФУНКЦИОНАЛЬНОСТИ ПРОТОТИПОВ ИНТЕЛЛЕКТУАЛЬНЫХ ПРОСТРАНСТВ Ронжин А.Л., Карпов А.А. Труды СПИИРАН. 2013. № 1 (24). С. 277-290. ;2013    ;;2013    ;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
57;РАЗРАБОТКА АДАПТИВНОГО МЕТОДА РОБАСТНОГО ПОНИМАНИЯ СЛИТНОЙ РЕЧИ НА ОСНОВЕ ИНТЕГРАЛЬНОЙ ОБРАБОТКИ ДАННЫХ Ронжин А.Л. диссертация на соискание ученой степени кандидата технических наук / Санкт-Петербург, 2003;0;Ронжин;А;Л;Ронжин А. Л.;РАЗРАБОТКА АДАПТИВНОГО МЕТОДА РОБАСТНОГО ПОНИМАНИЯ СЛИТНОЙ РЕЧИ НА ОСНОВЕ ИНТЕГРАЛЬНОЙ ОБРАБОТКИ ДАННЫХ Ронжин А.Л. диссертация на соискание ученой степени кандидата технических наук / Санкт-Петербург, 2003 ;    2003;;    2003;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
58;МЕТОДЫ И ПРОГРАММНЫЕ СРЕДСТВА МНОГОКАНАЛЬНОЙ ДИСТАНЦИОННОЙ ОБРАБОТКИ РЕЧИ И ИХ ПРИМЕНЕНИЕ В ИНТЕРАКТИВНЫХ МНОГОМОДАЛЬНЫХ ПРИЛОЖЕНИЯХ Ронжин А.Л. диссертация на соискание ученой степени доктора технических наук / Санкт-Петербургский институт информатики и автоматизации Российской академии наук. Санкт-Петербург, 2010;4;Ронжин;А;Л;Ронжин А. Л.;МЕТОДЫ И ПРОГРАММНЫЕ СРЕДСТВА МНОГОКАНАЛЬНОЙ ДИСТАНЦИОННОЙ ОБРАБОТКИ РЕЧИ И ИХ ПРИМЕНЕНИЕ В ИНТЕРАКТИВНЫХ МНОГОМОДАЛЬНЫХ ПРИЛОЖЕНИЯХ Ронжин А.Л. диссертация на соискание ученой степени доктора технических наук / Санкт-Петербургский институт информатики и автоматизации Российской академии наук. Санкт-Петербург, 2010 ;    2010;;    2010;2;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
59;МЕТОДЫ И ПРОГРАММНЫЕ СРЕДСТВА МНОГОКАНАЛЬНОЙ ДИСТАНЦИОННОЙ ОБРАБОТКИ РЕЧИ И ИХ ПРИМЕНЕНИЕ В ИНТЕРАКТИВНЫХ МНОГОМОДАЛЬНЫХ ПРИЛОЖЕНИЯХ Ронжин А.Л. автореферат диссертации на соискание ученой степени доктора технических наук / Санкт-Петербургский институт информатики и автоматизации Российской академии наук. Санкт-Петербург, 2010;2;Ронжин;А;Л;Ронжин А. Л.;МЕТОДЫ И ПРОГРАММНЫЕ СРЕДСТВА МНОГОКАНАЛЬНОЙ ДИСТАНЦИОННОЙ ОБРАБОТКИ РЕЧИ И ИХ ПРИМЕНЕНИЕ В ИНТЕРАКТИВНЫХ МНОГОМОДАЛЬНЫХ ПРИЛОЖЕНИЯХ Ронжин А.Л. автореферат диссертации на соискание ученой степени доктора технических наук / Санкт-Петербургский институт информатики и автоматизации Российской академии наук. Санкт-Петербург, 2010 ;    2010;;    2010;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
60;РЕЧЕВОЙ И МНОГОМОДАЛЬНЫЙ ИНТЕРФЕЙСЫ Ронжин А.Л., Карпов А.А., Ли И.В. А. Л. Ронжин, А. А. Карпов, И. В. Ли. Москва, 2006. Сер. Информатика: неограниченные возможности и возможные ограничения / Российская акад. наук;38;Ронжин;А;Л;Ронжин А. Л.;РЕЧЕВОЙ И МНОГОМОДАЛЬНЫЙ ИНТЕРФЕЙСЫ Ронжин А.Л., Карпов А.А., Ли И.В. А. Л. Ронжин, А. А. Карпов, И. В. Ли. Москва, 2006. Сер. Информатика: неограниченные возможности и возможные ограничения / Российская акад. наук ;2006    ;;2006    ;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
61;"МЕТОДЫ ИСКУССТВЕННОГО ИНТЕЛЛЕКТА И АВТОМАТИЧЕСКОГО РАСПОЗНАВАНИЯ РЕЧИ Ронжин А.Л., Ли И.В. учебное пособие / А. Л. Ронжин, И. В. Ли ; Федеральное агентство по образованию, Гос. образовательное учреждение высш. проф. образования Санкт-Петербургский гос. ун-т аэрокосмического приборостроения. Санкт-Петербург, 2006.";0;Ронжин;А;Л;Ронжин А. Л.;"МЕТОДЫ ИСКУССТВЕННОГО ИНТЕЛЛЕКТА И АВТОМАТИЧЕСКОГО РАСПОЗНАВАНИЯ РЕЧИ Ронжин А.Л., Ли И.В. учебное пособие / А. Л. Ронжин, И. В. Ли ; Федеральное агентство по образованию, Гос. образовательное учреждение высш. проф. образования Санкт-Петербургский гос. ун-т аэрокосмического приборостроения. Санкт-Петербург, 2006. ";2006    ;;2006    ;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
62;"ПРОЕКТИРОВАНИЕ РЕЧЕВЫХ ИНТЕРФЕЙСОВ ДЛЯ ИНФОРМАЦИОННО-УПРАВЛЯЮЩИХ СИСТЕМ Карпов А.А., Кипяткова И.С., Ронжин А.Л. учебное пособие / А. А. Карпов, И. С. Кипяткова, А. Л. Ронжин ; М-во образования и науки Российской Федерации, Федеральное гос. авт. образовательное учреждение высш. проф. образования Санкт-Петербургский гос. ун-т аэрокосмического приборостроения. Санкт-Петербург, 2012.";3;Ронжин;А;Л;Ронжин А. Л.;"ПРОЕКТИРОВАНИЕ РЕЧЕВЫХ ИНТЕРФЕЙСОВ ДЛЯ ИНФОРМАЦИОННО-УПРАВЛЯЮЩИХ СИСТЕМ Карпов А.А., Кипяткова И.С., Ронжин А.Л. учебное пособие / А. А. Карпов, И. С. Кипяткова, А. Л. Ронжин ; М-во образования и науки Российской Федерации, Федеральное гос. авт. образовательное учреждение высш. проф. образования Санкт-Петербургский гос. ун-т аэрокосмического приборостроения. Санкт-Петербург, 2012. ";2012    ;;2012    ;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
63;"МЕТОДЫ И СРЕДСТВА ИНТЕЛЛЕКТУАЛЬНОГО УПРАВЛЕНИЯ МОБИЛЬНЫМ ИНФОРМАЦИОННЫМ РОБОТОМ Ронжин А.Л., Прищепа М.В., Будков В.Ю. учебное пособие / А. Л. Ронжин, М. В. Прищепа, В. Ю. Будков ; М-во образования и науки Российской Федерации, Федеральное гос. авт. образовательное учреждение высш. проф. образования Санкт-Петербургский гос. ун-т аэрокосмического приборостроения. Санкт-Петербург, 2012.";0;Ронжин;А;Л;Ронжин А. Л.;"МЕТОДЫ И СРЕДСТВА ИНТЕЛЛЕКТУАЛЬНОГО УПРАВЛЕНИЯ МОБИЛЬНЫМ ИНФОРМАЦИОННЫМ РОБОТОМ Ронжин А.Л., Прищепа М.В., Будков В.Ю. учебное пособие / А. Л. Ронжин, М. В. Прищепа, В. Ю. Будков ; М-во образования и науки Российской Федерации, Федеральное гос. авт. образовательное учреждение высш. проф. образования Санкт-Петербургский гос. ун-т аэрокосмического приборостроения. Санкт-Петербург, 2012. ";2012    ;;2012    ;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
64;КОМБИНИРОВАННЫЕ МЕТОДЫ ДИАРИЗАЦИИ РЕЧИ ДИКТОРОВ Будков В.Ю., Ронжин А.Л. Информационно-измерительные и управляющие системы. 2013. Т. 11. № 8. С. 74-79.;1;Ронжин;А;Л;Ронжин А. Л.;КОМБИНИРОВАННЫЕ МЕТОДЫ ДИАРИЗАЦИИ РЕЧИ ДИКТОРОВ Будков В.Ю., Ронжин А.Л. Информационно-измерительные и управляющие системы. 2013. Т. 11. № 8. С. 74-79. ;2013    ;;2013    ;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
65;МОДЕЛИ ИНТЕРАКТИВНОГО ВЗАИМОДЕЙСТВИЯ С ПОДВИЖНЫМ ИНФОРМАЦИОННО-НАВИГАЦИОННЫМ КОМПЛЕКСОМ Прищепа М.В., Ронжин А.Л. Доклады Томского государственного университета систем управления и радиоэлектроники. 2013.№ 2 (28). С. 136-141.;3;Ронжин;А;Л;Ронжин А. Л.;МОДЕЛИ ИНТЕРАКТИВНОГО ВЗАИМОДЕЙСТВИЯ С ПОДВИЖНЫМ ИНФОРМАЦИОННО-НАВИГАЦИОННЫМ КОМПЛЕКСОМ Прищепа М.В., Ронжин А.Л. Доклады Томского государственного университета систем управления и радиоэлектроники. 2013.№ 2 (28). С. 136-141. ;2013    ;;2013    ;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
66;CONTEXT-AWARE MOBILE APPLICATIONS FOR COMMUNICATION IN INTELLIGENT ENVIRONMENT Ronzhin A.L., Saveliev A.I., Budkov V.Y. Lecture Notes in Computer Science. 2012. Т. 7469 LNCS. С. 307-315.;9;Ронжин;А;Л;Ронжин А. Л.;CONTEXT-AWARE MOBILE APPLICATIONS FOR COMMUNICATION IN INTELLIGENT ENVIRONMENT Ronzhin A.L., Saveliev A.I., Budkov V.Y. Lecture Notes in Computer Science. 2012. Т. 7469 LNCS. С. 307-315. ;2012    ;;2012    ;0;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
67;SYSTEM OF AUDIO-VISUAL STREAMS RECORDING AND SYNCHRONIZATION FOR THE SMART MEETING ROOM Ronzhin Al.L., Karpov A.A. Научная визуализация. 2011. Т. 3. № 4. С. 157-160.;0;Ронжин;А;Л;Ронжин А. Л.;SYSTEM OF AUDIO-VISUAL STREAMS RECORDING AND SYNCHRONIZATION FOR THE SMART MEETING ROOM Ronzhin Al.L., Karpov A.A. Научная визуализация. 2011. Т. 3. № 4. С. 157-160. ;2011    ;;2011    ;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
68;СОВРЕМЕННЫЕ СРЕДСТВА ВВОДА ИНФОРМАЦИИ ДЛЯ УПРАВЛЕНИЯ ПОДВИЖНЫМИ ОБЪЕКТАМИ Ронжин А.Л., Карпов А.А. В сборнике: Навигация и управление движением материалы докладов VII Конференции молодых ученых. под общей редакцией В.Г. Пешехонова. 2005. С. 64-70.;0;Ронжин;А;Л;Ронжин А. Л.;СОВРЕМЕННЫЕ СРЕДСТВА ВВОДА ИНФОРМАЦИИ ДЛЯ УПРАВЛЕНИЯ ПОДВИЖНЫМИ ОБЪЕКТАМИ Ронжин А.Л., Карпов А.А. В сборнике: Навигация и управление движением материалы докладов VII Конференции молодых ученых. под общей редакцией В.Г. Пешехонова. 2005. С. 64-70. ;2005    ;;2005    ;0;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
69;ВОЗМОЖНОСТИ ПРИМЕНЕНИЯ МНОГОМОДАЛЬНЫХ ИНТЕРФЕЙСОВ НА ПИЛОТИРУЕМОМ КОСМИЧЕСКОМ КОМПЛЕКСЕ ДЛЯ ПОДДЕРЖАНИЯ КОММУНИКАЦИИ КОСМОНАВТОВ С МОБИЛЬНЫМ РОБОТОМ – ПОМОЩНИКОМ ЭКИПАЖА Юсупов Р.М., Крючков Б.И., Карпов А.А., Ронжин А.Л., Усов В.М. Пилотируемые полеты в космос. 2013. № 3 (8). С. 23-34.;23;Ронжин;А;Л;Ронжин А. Л.;ВОЗМОЖНОСТИ ПРИМЕНЕНИЯ МНОГОМОДАЛЬНЫХ ИНТЕРФЕЙСОВ НА ПИЛОТИРУЕМОМ КОСМИЧЕСКОМ КОМПЛЕКСЕ ДЛЯ ПОДДЕРЖАНИЯ КОММУНИКАЦИИ КОСМОНАВТОВ С МОБИЛЬНЫМ РОБОТОМ – ПОМОЩНИКОМ ЭКИПАЖА Юсупов Р.М., Крючков Б.И., Карпов А.А., Ронжин А.Л., Усов В.М. Пилотируемые полеты в космос. 2013. № 3 (8). С. 23-34. ;2013    ;;2013    ;2;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
70;"EVENT-DRIVEN CONTENT MANAGEMENT SYSTEM FOR SMART MEETING ROOM Budkov V.Y., Ronzhin A.L., Glazkov S.V., Ronzhin A.L. В сборнике: Smart Spaces and Next Generation Wired/Wireless Networking Proceedings. Сер. ""Lecture Notes in Computer Science"" Balandin, Sergey, Koucheryavy, Yevgeni, Hu, Honglin (Eds.). 2011. С. 550-560.";3;Ронжин;А;Л;Ронжин А. Л.;"EVENT-DRIVEN CONTENT MANAGEMENT SYSTEM FOR SMART MEETING ROOM Budkov V.Y., Ronzhin A.L., Glazkov S.V., Ronzhin A.L. В сборнике: Smart Spaces and Next Generation Wired/Wireless Networking Proceedings. Сер. ""Lecture Notes in Computer Science"" Balandin, Sergey, Koucheryavy, Yevgeni, Hu, Honglin (Eds.). 2011. С. 550-560. ";2011    ;;2011    ;0;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
71;КОНЦЕПЦИЯ ПОСТРОЕНИЯ ИНТЕЛЛЕКТУАЛЬНЫХ ЗАЩИЩЕННЫХ СИСТЕМ УПРАВЛЕНИЯ ДЛЯ ОБЪЕКТОВ ДЕЦЕНТРАЛИЗОВАННОЙ ЭНЕРГЕТИКИ Чубраева Л.И., Ронжин А.Л., Шишлаков А.В., Ронжин А.Л., Шишлаков В.Ф. Труды СПИИРАН. 2014. № 2 (33). С. 207-225.;5;Ронжин;А;Л;Ронжин А. Л.;КОНЦЕПЦИЯ ПОСТРОЕНИЯ ИНТЕЛЛЕКТУАЛЬНЫХ ЗАЩИЩЕННЫХ СИСТЕМ УПРАВЛЕНИЯ ДЛЯ ОБЪЕКТОВ ДЕЦЕНТРАЛИЗОВАННОЙ ЭНЕРГЕТИКИ Чубраева Л.И., Ронжин А.Л., Шишлаков А.В., Ронжин А.Л., Шишлаков В.Ф. Труды СПИИРАН. 2014. № 2 (33). С. 207-225. ;2014    ;;2014    ;0;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
72;ПРИМЕНЕНИЕ МЕТОДА АВТОМАТИЧЕСКОЙ РЕГИСТРАЦИИ УЧАСТНИКОВ МЕРОПРИЯТИЙ В ИНТЕЛЛЕКТУАЛЬНОМ ЗАЛЕ Ронжин А.Л. Информационно-измерительные и управляющие системы. 2014. Т. 12. № 6. С. 32-38.;0;Ронжин;А;Л;Ронжин А. Л.;ПРИМЕНЕНИЕ МЕТОДА АВТОМАТИЧЕСКОЙ РЕГИСТРАЦИИ УЧАСТНИКОВ МЕРОПРИЯТИЙ В ИНТЕЛЛЕКТУАЛЬНОМ ЗАЛЕ Ронжин А.Л. Информационно-измерительные и управляющие системы. 2014. Т. 12. № 6. С. 32-38. ;2014    ;;2014    ;0;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
73;ОСОБЕННОСТИ АВТОМАТИЧЕСКОГО РАСПОЗНАВАНИЯ РАЗГОВОРНОЙ РУССКОЙ РЕЧИ Ронжин А.Л. В сборнике: Первый междисциплинарный семинар «Анализ разговорной русской речи» (АР3 - 2007) Составители А.Л. Ронжин, И.А. Кагиров. 2007. С. 4-13.;4;Ронжин;А;Л;Ронжин А. Л.;ОСОБЕННОСТИ АВТОМАТИЧЕСКОГО РАСПОЗНАВАНИЯ РАЗГОВОРНОЙ РУССКОЙ РЕЧИ Ронжин А.Л. В сборнике: Первый междисциплинарный семинар «Анализ разговорной русской речи» (АР3 - 2007) Составители А.Л. Ронжин, И.А. Кагиров. 2007. С. 4-13. ;2007    ;;2007    ;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
74;"АНАЛИЗ ПОДХОДОВ К РЕШЕНИЮ ПРОБЛЕМЫ ДИАРИЗАЦИИ РЕЧИ ДИКТОРОВ Будков В.Ю., Ронжин А.Л. В сборнике: 5-я РОССИЙСКАЯ МУЛЬТИКОНФЕРЕНЦИЯ ПО ПРОБЛЕМАМ УПРАВЛЕНИЯ МАТЕРИАЛЫ КОНФЕРЕНЦИИ ""ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ В УПРАВЛЕНИИ"" (ИТУ-2012). 2012. С. 39-47.";0;Ронжин;А;Л;Ронжин А. Л.;"АНАЛИЗ ПОДХОДОВ К РЕШЕНИЮ ПРОБЛЕМЫ ДИАРИЗАЦИИ РЕЧИ ДИКТОРОВ Будков В.Ю., Ронжин А.Л. В сборнике: 5-я РОССИЙСКАЯ МУЛЬТИКОНФЕРЕНЦИЯ ПО ПРОБЛЕМАМ УПРАВЛЕНИЯ МАТЕРИАЛЫ КОНФЕРЕНЦИИ ""ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ В УПРАВЛЕНИИ"" (ИТУ-2012). 2012. С. 39-47. ";2012    ;;2012    ;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
75;"АНАЛИЗ РЕЧИ И ПОВЕДЕНИЯ СТУДЕНТОВ ПРИ КОМПЬЮТЕРНОМ ТЕСТИРОВАНИИ ЗНАНИЙ В МНОГОМОДАЛЬНОМ РЕЖИМЕ Леонтьева Ал.Б., Йекель Р., Кагиров И.А., Ронжин А.Л. В сборнике: Второй междисциплинарный семинар «Анализ разговорной русской речи» (АР3 - 2008)Санкт-Петербургский институт информатики и автоматизации Российской академии наук; составители: А.Л. Ронжин, И.А. Кагиров. 2008. С. 94-101.";2;Ронжин;А;Л;Ронжин А. Л.;"АНАЛИЗ РЕЧИ И ПОВЕДЕНИЯ СТУДЕНТОВ ПРИ КОМПЬЮТЕРНОМ ТЕСТИРОВАНИИ ЗНАНИЙ В МНОГОМОДАЛЬНОМ РЕЖИМЕ Леонтьева Ал.Б., Йекель Р., Кагиров И.А., Ронжин А.Л. В сборнике: Второй междисциплинарный семинар «Анализ разговорной русской речи» (АР3 - 2008)Санкт-Петербургский институт информатики и автоматизации Российской академии наук; составители: А.Л. Ронжин, И.А. Кагиров. 2008. С. 94-101. ";2008    ;;2008    ;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
76;EVENT-DRIVEN CONTENT MANAGEMENT SYSTEM FOR SMART MEETING ROOM Budkov V.Y., Ronzhin A.L., Glazkov S.V. Lecture Notes in Computer Science. 2011. Т. 6869 LNCS. С. 550-560.;6;Ронжин;А;Л;Ронжин А. Л.;EVENT-DRIVEN CONTENT MANAGEMENT SYSTEM FOR SMART MEETING ROOM Budkov V.Y., Ronzhin A.L., Glazkov S.V. Lecture Notes in Computer Science. 2011. Т. 6869 LNCS. С. 550-560. ;2011    ;;2011    ;0;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
77;METHODOLOGY OF FACILITY AUTOMATION BASED ON AUDIOVISUAL ANALYSIS AND SPACE-TIME STRUCTURING OF SITUATION IN MEETING ROOM Ronzhin A.L., Budkov V.Y. Communications in Computer and Information Science. 2013. Т. 374. № PART II. С. 524-528.;2;Ронжин;А;Л;Ронжин А. Л.;METHODOLOGY OF FACILITY AUTOMATION BASED ON AUDIOVISUAL ANALYSIS AND SPACE-TIME STRUCTURING OF SITUATION IN MEETING ROOM Ronzhin A.L., Budkov V.Y. Communications in Computer and Information Science. 2013. Т. 374. № PART II. С. 524-528. ;2013    ;;2013    ;1;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
78;ПРИМЕНЕНИЕ МЕТОДОВ ОЦЕНИВАНИЯ РАЗМЫТОСТИ ЦИФРОВЫХ ИЗОБРАЖЕНИЙ В ЗАДАЧЕ АУДИОВИЗУАЛЬНОГО МОНИТОРИНГА Ватаманюк И.В., Ронжин А.Л. Информационно-управляющие системы. 2014. № 4. С. 16-23.;5;Ронжин;А;Л;Ронжин А. Л.;ПРИМЕНЕНИЕ МЕТОДОВ ОЦЕНИВАНИЯ РАЗМЫТОСТИ ЦИФРОВЫХ ИЗОБРАЖЕНИЙ В ЗАДАЧЕ АУДИОВИЗУАЛЬНОГО МОНИТОРИНГА Ватаманюк И.В., Ронжин А.Л. Информационно-управляющие системы. 2014. № 4. С. 16-23. ;2014    ;;2014    ;0;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
79;АРХИТЕКТУРА И ПРОГРАММНЫЕ СРЕДСТВА СИСТЕМЫ СОПРОВОЖДЕНИЯ РАСПРЕДЕЛЕННЫХ МЕРОПРИЯТИЙ Будков В.Ю., Прищепа М.В., Ронжин А.Л., Савельев А.И. Научный вестник Новосибирского государственного технического университета. 2014. № 3 (56). С. 96-107.;1;Ронжин;А;Л;Ронжин А. Л.;АРХИТЕКТУРА И ПРОГРАММНЫЕ СРЕДСТВА СИСТЕМЫ СОПРОВОЖДЕНИЯ РАСПРЕДЕЛЕННЫХ МЕРОПРИЯТИЙ Будков В.Ю., Прищепа М.В., Ронжин А.Л., Савельев А.И. Научный вестник Новосибирского государственного технического университета. 2014. № 3 (56). С. 96-107. ;2014    ;;2014    ;0;;Санкт-Петербургский институт информатики и автоматизации Российской академии наук
